"Obs";"Data";"Dia da semana";"Sabor";"Valor";"Satis geral";"Sabor aval";"Rapidez aval";"Preço aval";"Comun aval"
"1466";44423;"segunda-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1467";44424;"terça-feira";"Portuguesa";40;"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1468";44424;"terça-feira";"Palmito";27;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1469";44424;"terça-feira";"Marguerita";29;"2-Satisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1470";44424;"terça-feira";"Portuguesa";40;"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1471";44424;"terça-feira";"Calabresa";25;"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1472";44424;"terça-feira";"Calabresa";25;"3-Razoável";"4-Insatisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1473";44424;"terça-feira";"Palmito";27;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1474";44424;"terça-feira";"Pepperone";30;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1475";44424;"terça-feira";"Calabresa";25;"1-Excelente";"1-Excelente";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1476";44424;"terça-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"4-Insatisfeito"
"1477";44424;"terça-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1478";44424;"terça-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1479";44424;"terça-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"1480";44424;"terça-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1481";44424;"terça-feira";"Calabresa";25;"1-Excelente";"3-Razoável";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1482";44424;"terça-feira";"Palmito";27;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1483";44424;"terça-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1484";44424;"terça-feira";"Calabresa";25;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1485";44424;"terça-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1486";44424;"terça-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1487";44424;"terça-feira";"Calabresa";25;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1488";44425;"quarta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1489";44425;"quarta-feira";"Frango";31;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável"
"1490";44425;"quarta-feira";"Muçarela";23;"1-Excelente";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1491";44425;"quarta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"1492";44425;"quarta-feira";"Quatro queijos";32;"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1493";44425;"quarta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1494";44425;"quarta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1495";44425;"quarta-feira";"Portuguesa";40;"4-Insatisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1496";44425;"quarta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1497";44425;"quarta-feira";"Calabresa";25;"1-Excelente";"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1498";44425;"quarta-feira";"Palmito";27;"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1499";44425;"quarta-feira";"Palmito";27;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1500";44425;"quarta-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1501";44425;"quarta-feira";"Calabresa";25;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1502";44425;"quarta-feira";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1503";44426;"quinta-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1504";44426;"quinta-feira";"Quatro queijos";32;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1505";44426;"quinta-feira";"Pepperone";30;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1506";44426;"quinta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1507";44426;"quinta-feira";"Calabresa";25;"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1508";44426;"quinta-feira";"Muçarela";23;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito"
"1509";44426;"quinta-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1510";44426;"quinta-feira";"Calabresa";25;"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1511";44426;"quinta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1512";44426;"quinta-feira";"Calabresa";25;"1-Excelente";"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável"
"1513";44426;"quinta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1514";44426;"quinta-feira";"Marguerita";29;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito"
"1515";44426;"quinta-feira";"Quatro queijos";32;"2-Satisfeito";"1-Excelente";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"1516";44426;"quinta-feira";"Atum";35;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1517";44426;"quinta-feira";"Muçarela";23;"1-Excelente";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1518";44426;"quinta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1519";44426;"quinta-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1520";44426;"quinta-feira";"Muçarela";23;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1521";44426;"quinta-feira";"Muçarela";23;"4-Insatisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1522";44426;"quinta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1523";44426;"quinta-feira";"Calabresa";25;"3-Razoável";"4-Insatisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1524";44426;"quinta-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1525";44426;"quinta-feira";"Quatro queijos";32;"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1526";44426;"quinta-feira";"Atum";35;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1527";44426;"quinta-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1528";44426;"quinta-feira";"Palmito";27;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"1-Excelente";"1-Excelente"
"1529";44426;"quinta-feira";"Pepperone";30;"2-Satisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1530";44426;"quinta-feira";"Pepperone";30;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1531";44426;"quinta-feira";"Calabresa";25;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1532";44426;"quinta-feira";"Atum";35;"3-Razoável";"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"1533";44426;"quinta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"1534";44426;"quinta-feira";"Calabresa";25;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1535";44426;"quinta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1536";44426;"quinta-feira";"Pepperone";30;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1537";44427;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1538";44427;"sexta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"1539";44427;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1540";44427;"sexta-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito"
"1541";44427;"sexta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1542";44427;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1543";44427;"sexta-feira";"Atum";35;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1544";44427;"sexta-feira";"Atum";35;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1545";44427;"sexta-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1546";44427;"sexta-feira";"Atum";35;"2-Satisfeito";"4-Insatisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito"
"1547";44427;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"1548";44427;"sexta-feira";"Frango";31;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"1-Excelente"
"1549";44427;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável"
"1550";44427;"sexta-feira";"Pepperone";30;"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito"
"1551";44427;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1552";44427;"sexta-feira";"Napolitana";28;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1553";44427;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1554";44427;"sexta-feira";"Muçarela";23;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1555";44427;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1556";44427;"sexta-feira";"Quatro queijos";32;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"1557";44427;"sexta-feira";"Portuguesa";40;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1558";44427;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável"
"1559";44427;"sexta-feira";"Marguerita";29;"4-Insatisfeito";"4-Insatisfeito";"3-Razoável";"1-Excelente";"4-Insatisfeito"
"1560";44427;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1561";44427;"sexta-feira";"Portuguesa";40;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1562";44427;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1563";44427;"sexta-feira";"Quatro queijos";32;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1564";44427;"sexta-feira";"Muçarela";23;"3-Razoável";"4-Insatisfeito";"3-Razoável";"4-Insatisfeito";"1-Excelente"
"1565";44427;"sexta-feira";"Calabresa";25;"1-Excelente";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1566";44427;"sexta-feira";"Atum";35;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1567";44427;"sexta-feira";"Frango";31;"1-Excelente";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1568";44427;"sexta-feira";"Pepperone";30;"1-Excelente";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1569";44427;"sexta-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1570";44427;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1571";44427;"sexta-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1572";44427;"sexta-feira";"Calabresa";25;"1-Excelente";"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito";"1-Excelente"
"1573";44427;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1574";44427;"sexta-feira";"Frango";31;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável"
"1575";44427;"sexta-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1576";44427;"sexta-feira";"Napolitana";28;"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1577";44427;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1578";44427;"sexta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1579";44427;"sexta-feira";"Muçarela";23;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1580";44427;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito";"3-Razoável"
"1581";44427;"sexta-feira";"Calabresa";25;"1-Excelente";"3-Razoável";"3-Razoável";"4-Insatisfeito";"1-Excelente"
"1582";44427;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1583";44427;"sexta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1584";44427;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1585";44427;"sexta-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1586";44428;"sábado";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1587";44428;"sábado";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1588";44428;"sábado";"Frango";31;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"1589";44428;"sábado";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1590";44428;"sábado";"Pepperone";30;"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1591";44428;"sábado";"Calabresa";25;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1592";44428;"sábado";"Atum";35;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1593";44428;"sábado";"Pepperone";30;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1594";44428;"sábado";"Atum";35;"3-Razoável";"4-Insatisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1595";44428;"sábado";"Muçarela";23;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1596";44428;"sábado";"Pepperone";30;"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1597";44428;"sábado";"Atum";35;"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1598";44428;"sábado";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1599";44428;"sábado";"Quatro queijos";32;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1600";44428;"sábado";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1601";44428;"sábado";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1602";44428;"sábado";"Palmito";27;"2-Satisfeito";"1-Excelente";"1-Excelente";"3-Razoável";"2-Satisfeito"
"1603";44428;"sábado";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1604";44428;"sábado";"Pepperone";30;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1605";44428;"sábado";"Pepperone";30;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1606";44428;"sábado";"Palmito";27;"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1607";44428;"sábado";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1608";44428;"sábado";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1609";44428;"sábado";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"1610";44428;"sábado";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1611";44428;"sábado";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1612";44428;"sábado";"Marguerita";29;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1613";44428;"sábado";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"1614";44428;"sábado";"Calabresa";25;"1-Excelente";"3-Razoável";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"1615";44428;"sábado";"Frango";31;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1616";44428;"sábado";"Pepperone";30;"3-Razoável";"4-Insatisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1617";44428;"sábado";"Frango";31;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"1-Excelente"
"1618";44428;"sábado";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1619";44428;"sábado";"Pepperone";30;"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"1620";44428;"sábado";"Marguerita";29;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1621";44428;"sábado";"Napolitana";28;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1622";44428;"sábado";"Atum";35;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1623";44428;"sábado";"Napolitana";28;"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"3-Razoável"
"1624";44428;"sábado";"Calabresa";25;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1625";44428;"sábado";"Palmito";27;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1626";44428;"sábado";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1627";44428;"sábado";"Quatro queijos";32;"1-Excelente";"1-Excelente";"3-Razoável";"3-Razoável";"1-Excelente"
"1628";44428;"sábado";"Pepperone";30;"2-Satisfeito";"1-Excelente";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"1629";44428;"sábado";"Frango";31;"3-Razoável";"3-Razoável";"3-Razoável";"4-Insatisfeito";"3-Razoável"
"1630";44428;"sábado";"Marguerita";29;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1631";44429;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1632";44429;"domingo";"Frango";31;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"1633";44429;"domingo";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1634";44429;"domingo";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"1-Excelente"
"1635";44429;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1636";44429;"domingo";"Muçarela";23;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1637";44429;"domingo";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1638";44429;"domingo";"Marguerita";29;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1639";44429;"domingo";"Calabresa";25;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1640";44429;"domingo";"Muçarela";23;"3-Razoável";"2-Satisfeito";"3-Razoável";"1-Excelente";"4-Insatisfeito"
"1641";44429;"domingo";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1642";44429;"domingo";"Palmito";27;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1643";44429;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"1-Excelente";"1-Excelente"
"1644";44429;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"1-Excelente"
"1645";44429;"domingo";"Quatro queijos";32;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1646";44429;"domingo";"Napolitana";28;"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1647";44429;"domingo";"Palmito";27;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1648";44429;"domingo";"Marguerita";29;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"1649";44429;"domingo";"Napolitana";28;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"1650";44429;"domingo";"Frango";31;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1651";44429;"domingo";"Pepperone";30;"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"1652";44429;"domingo";"Calabresa";25;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1653";44429;"domingo";"Frango";31;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1654";44429;"domingo";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"1-Excelente"
"1655";44429;"domingo";"Portuguesa";40;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1656";44429;"domingo";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1657";44429;"domingo";"Napolitana";28;"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"3-Razoável";"1-Excelente"
"1658";44429;"domingo";"Quatro queijos";32;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1659";44429;"domingo";"Pepperone";30;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1660";44429;"domingo";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1661";44429;"domingo";"Muçarela";23;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1662";44429;"domingo";"Quatro queijos";32;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"1-Excelente";"3-Razoável"
"1663";44429;"domingo";"Pepperone";30;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1664";44429;"domingo";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1665";44429;"domingo";"Portuguesa";40;"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
